FECHA_HECHO,COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,CASOS,VICTIMAS
11/06/2023 12:00:00 AM,19,CAUCA,19698,SANTANDER DE QUILICHAO,1,3
11/06/2023 12:00:00 AM,11,BOGOTA D.C.,11001,BOGOTA D.C.,1,4
11/07/2023 12:00:00 AM,52,NARIÑO,52254,EL PEÑOL,1,3
11/18/2023 12:00:00 AM,76,VALLE DEL CAUCA,76828,TRUJILLO,1,3
11/20/2023 12:00:00 AM,5,ANTIOQUIA,5579,PUERTO BERRIO,1,4
11/20/2023 12:00:00 AM,85,CASANARE,85440,VILLANUEVA,1,3
11/20/2023 12:00:00 AM,52,NARIÑO,52356,IPIALES,1,3
11/22/2023 12:00:00 AM,91,AMAZONAS,91001,LETICIA,1,3
11/27/2023 12:00:00 AM,76,VALLE DEL CAUCA,76109,BUENAVENTURA,1,3
11/29/2023 12:00:00 AM,47,MAGDALENA,47001,SANTA MARTA,1,3
12/03/2023 12:00:00 AM,76,VALLE DEL CAUCA,76520,PALMIRA,1,3
12/03/2023 12:00:00 AM,5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,1,7
12/07/2023 12:00:00 AM,52,NARIÑO,52356,IPIALES,1,3
12/16/2023 12:00:00 AM,17,CALDAS,17380,LA DORADA,1,3
12/18/2023 12:00:00 AM,5,ANTIOQUIA,5861,VENECIA,1,3
12/22/2023 12:00:00 AM,19,CAUCA,19698,SANTANDER DE QUILICHAO,1,3
12/25/2023 12:00:00 AM,25,CUNDINAMARCA,25473,MOSQUERA,1,3
01/08/2024 12:00:00 AM,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,1,3
01/12/2024 12:00:00 AM,76,VALLE DEL CAUCA,76823,TORO,1,3
01/15/2024 12:00:00 AM,76,VALLE DEL CAUCA,76130,CANDELARIA,1,3
01/20/2024 12:00:00 AM,20,CESAR,20238,EL COPEY,1,3
01/21/2024 12:00:00 AM,13,BOLIVAR,13473,MORALES,1,3
01/21/2024 12:00:00 AM,41,HUILA,41551,PITALITO,1,3
02/07/2024 12:00:00 AM,47,MAGDALENA,47288,FUNDACION,1,4
02/10/2024 12:00:00 AM,85,CASANARE,85125,HATO COROZAL,1,3
02/13/2024 12:00:00 AM,76,VALLE DEL CAUCA,76041,ANSERMANUEVO,1,3
02/21/2024 12:00:00 AM,66,RISARALDA,66687,SANTUARIO,1,4
02/26/2024 12:00:00 AM,86,PUTUMAYO,86573,PUERTO LEGUIZAMO,1,3
03/03/2024 12:00:00 AM,27,CHOCO,27001,QUIBDO,1,4
03/03/2024 12:00:00 AM,47,MAGDALENA,47570,PUEBLOVIEJO,1,3
03/08/2024 12:00:00 AM,76,VALLE DEL CAUCA,76041,ANSERMANUEVO,1,4
03/12/2024 12:00:00 AM,27,CHOCO,27413,LLORO,1,3
03/30/2024 12:00:00 AM,11,BOGOTA D.C.,11001,BOGOTA D.C.,1,4
04/07/2024 12:00:00 AM,76,VALLE DEL CAUCA,76823,TORO,1,5
04/13/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1,3
04/19/2024 12:00:00 AM,8,ATLANTICO,8001,BARRANQUILLA,1,3
04/20/2024 12:00:00 AM,5,ANTIOQUIA,5847,URRAO,1,3
04/22/2024 12:00:00 AM,11,BOGOTA D.C.,11001,BOGOTA D.C.,1,4
04/26/2024 12:00:00 AM,19,CAUCA,19212,CORINTO,1,4
05/10/2024 12:00:00 AM,8,ATLANTICO,8001,BARRANQUILLA,1,3
05/14/2024 12:00:00 AM,47,MAGDALENA,47703,SAN ZENON,1,3
05/17/2024 12:00:00 AM,19,CAUCA,19455,MIRANDA,1,3
05/17/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1,3
05/19/2024 12:00:00 AM,19,CAUCA,19212,CORINTO,1,3
05/20/2024 12:00:00 AM,19,CAUCA,19473,MORALES,1,4
05/23/2024 12:00:00 AM,8,ATLANTICO,8001,BARRANQUILLA,1,3
05/24/2024 12:00:00 AM,11,BOGOTA D.C.,11001,BOGOTA D.C.,1,3
05/25/2024 12:00:00 AM,5,ANTIOQUIA,5031,AMALFI,1,3
06/02/2024 12:00:00 AM,86,PUTUMAYO,86001,MOCOA,1,3
06/02/2024 12:00:00 AM,76,VALLE DEL CAUCA,76147,CARTAGO,1,3
06/05/2024 12:00:00 AM,18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,1,3
06/05/2024 12:00:00 AM,27,CHOCO,27001,QUIBDO,1,3
06/14/2024 12:00:00 AM,19,CAUCA,19455,MIRANDA,1,3
06/14/2024 12:00:00 AM,76,VALLE DEL CAUCA,76275,FLORIDA,1,3
06/21/2024 12:00:00 AM,52,NARIÑO,52786,TAMINANGO,1,4
06/25/2024 12:00:00 AM,5,ANTIOQUIA,5615,RIONEGRO,1,7
06/27/2024 12:00:00 AM,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,1,4
07/04/2024 12:00:00 AM,5,ANTIOQUIA,5854,VALDIVIA,1,6
07/15/2024 12:00:00 AM,5,ANTIOQUIA,5031,AMALFI,1,3
07/19/2024 12:00:00 AM,5,ANTIOQUIA,5809,TITIRIBI,1,3
07/21/2024 12:00:00 AM,5,ANTIOQUIA,5197,COCORNA,1,4
07/21/2024 12:00:00 AM,41,HUILA,41349,HOBO,1,6
08/12/2024 12:00:00 AM,13,BOLIVAR,13001,CARTAGENA DE INDIAS,1,3
